local,resolution,features,stage,seed,model,MSE,RMSE,MAE,R2,MAPE (ign. zeros),SMAPE,Poisson_Deviance,Pearson,Spearman
RJ,WEEKLY,FULL,OPTIMIZED_CORRECTED,109,rf,2.3487342133836218,1.5325580619942665,0.2897594148237042,0.6442355962923795,68.22139213461391,20.35688627841488,2.8119697906714025,0.8071836412809948,0.622609734812603
RJ,WEEKLY,FULL,OPTIMIZED_CORRECTED,109,xgb_poisson,2.787673581347505,1.66963276840972,0.28490199439968,0.577749145157278,68.90050466499426,19.019050380476266,3.3417465296093343,0.7894720117556557,0.6229393029355547
RJ,WEEKLY,FULL,OPTIMIZED_CORRECTED,109,xgb_zip,2.607963312189268,1.6149189800696715,0.2961454940282302,0.6049699845280775,88.34779356201616,17.68364229075351,4.755639007285175,0.7935359617208461,0.597655103919306
RJ,WEEKLY,FULL,OPTIMIZED_CORRECTED,140,rf,2.295659751985828,1.515143475709752,0.2869163952225841,0.6522748218478703,67.93694359355838,20.15616061345504,2.843585387528651,0.8110380295599511,0.6251034106606346
RJ,WEEKLY,FULL,OPTIMIZED_CORRECTED,140,xgb_poisson,2.7458569061089206,1.6570627345121611,0.283801931538945,0.5840831460188991,69.0523443563552,18.86877675311693,3.3962067279725745,0.7902639444149101,0.6231319424631037
RJ,WEEKLY,FULL,OPTIMIZED_CORRECTED,140,xgb_zip,2.674681410366307,1.6354453247865874,0.2927452997314132,0.5948641478270971,90.02107609624053,17.618655661629283,5.292769141373991,0.789438663670729,0.5822568927382944
RJ,WEEKLY,FULL,OPTIMIZED_CORRECTED,149,rf,2.3017172409852,1.5171411407595534,0.287887879307389,0.6513572897790876,67.78205794381459,20.2924559215572,2.8071895195810006,0.8113419657989596,0.6239746885763741
RJ,WEEKLY,FULL,OPTIMIZED_CORRECTED,149,xgb_poisson,2.617863877935882,1.6179814207635024,0.2825018572489856,0.6034703389533924,68.48060821099243,19.082816397919277,3.30301183267965,0.8008648150364099,0.6228512143974357
RJ,WEEKLY,FULL,OPTIMIZED_CORRECTED,149,xgb_zip,2.614706554660266,1.6170054281480524,0.2929167380993199,0.6039485809043381,88.59995051406747,17.622687800981293,4.992252032961204,0.7961813051367582,0.5905968564277917
RJ,WEEKLY,FULL,OPTIMIZED_CORRECTED,220,rf,2.336276358649066,1.5284882592447564,0.2880450311446368,0.6461225962074233,67.72788729268247,20.392072989656164,2.838584144045932,0.8092609621631579,0.6208952548854978
RJ,WEEKLY,FULL,OPTIMIZED_CORRECTED,220,xgb_poisson,2.738656494656837,1.6548886653357795,0.2837162123549917,0.5851737973459428,68.63483700456193,18.91438962770295,3.311886393361729,0.7920008377713782,0.6252781861196335
